id,activity,timestamp,ot:Container,ot:Customer Order,ot:Forklift,ot:Handling Unit,ot:Transport Document,ot:Truck,ot:Vehicle
order_crs_td8,Order Empty Containers,2023-05-30T09:27:52+00:00,cr28#CRs ordered/cr29#CRs ordered/cr30#CRs ordered,,,,td8#ordered for TD,,
collect_hu72,Collect Goods,2023-05-30T09:29:32+00:00,,,,hu72#HU collected,,,
load_truck_hu71,Load Truck,2023-05-30T09:29:32+00:00,cr33#CR laded,,,hu71#HU loaded,,tr5#TR laded,
load_truck_hu72,Load Truck,2023-05-30T09:32:31+00:00,cr33#CR laded,,,hu72#HU loaded,,tr5#TR laded,
drive_term_cr21,Drive to Terminal,2023-05-30T09:38:23+00:00,cr21#CR moved,,,,,tr4#TR moved,
weigh_cr21,Weigh,2023-05-30T09:44:14+00:00,cr21#CR weighted,,fl1#FL weighing,,,,
drive_term_cr33,Drive to Terminal,2023-05-30T09:44:49+00:00,cr33#CR moved,,,,,tr5#TR moved,
stock_cr21,Place in Stock,2023-05-30T09:45:33+00:00,cr21#CR stored,,fl1#FL moved,,,,
weigh_cr33,Weigh,2023-05-30T09:46:20+00:00,cr33#CR weighted,,fl3#FL weighing,,,,
book_vehs_td10,Book Vehicles,2023-05-30T09:49:14+00:00,,,,,td10#VHs booked for TD,,vh5#booked VHs
stock_cr33,Place in Stock,2023-05-30T09:51:06+00:00,cr33#CR stored,,fl3#FL moved,,,,
stock_cr1,Place in Stock,2023-05-30T10:02:07+00:00,cr1#CR stored,,fl2#FL moved,,,,
reg_co12,Register Customer Order,2023-05-30T10:07:58+00:00,,co12#registered CO,,,,,
pick_cr28,Pick Up Empty Container,2023-05-30T14:20:33+00:00,cr28#CR picked,,,,,,
collect_hu78,Collect Goods,2023-05-30T14:20:33+00:00,,,,hu78#HU collected,,,
collect_hu77,Collect Goods,2023-05-30T14:22:20+00:00,,,,hu77#HU collected,,,
order_crs_td10,Order Empty Containers,2023-05-30T14:22:28+00:00,cr35#CRs ordered/cr36#CRs ordered/cr37#CRs ordered/cr38#CRs ordered/cr39#CRs ordered,,,,td10#ordered for TD,,
collect_hu82,Collect Goods,2023-05-30T14:29:02+00:00,,,,hu82#HU collected,,,
collect_hu80,Collect Goods,2023-05-30T14:33:48+00:00,,,,hu80#HU collected,,,
collect_hu81,Collect Goods,2023-05-30T14:35:37+00:00,,,,hu81#HU collected,,,
collect_hu79,Collect Goods,2023-05-30T14:37:31+00:00,,,,hu79#HU collected,,,
load_truck_hu81,Load Truck,2023-05-30T14:45:17+00:00,cr28#CR laded,,,hu81#HU loaded,,tr2#TR laded,
load_truck_hu77,Load Truck,2023-05-30T14:49:25+00:00,cr28#CR laded,,,hu77#HU loaded,,tr2#TR laded,
load_truck_hu79,Load Truck,2023-05-30T14:54:06+00:00,cr28#CR laded,,,hu79#HU loaded,,tr2#TR laded,
load_truck_hu82,Load Truck,2023-05-30T14:57:33+00:00,cr28#CR laded,,,hu82#HU loaded,,tr2#TR laded,
load_truck_hu78,Load Truck,2023-05-30T14:59:54+00:00,cr28#CR laded,,,hu78#HU loaded,,tr2#TR laded,
pick_cr35,Pick Up Empty Container,2023-05-30T15:31:41+00:00,cr35#CR picked,,,,,,
collect_hu88,Collect Goods,2023-05-30T15:31:41+00:00,,,,hu88#HU collected,,,
reg_co13,Register Customer Order,2023-05-30T15:40:38+00:00,,co13#registered CO,,,,,
collect_hu84,Collect Goods,2023-05-30T15:56:17+00:00,,,,hu84#HU collected,,,
load_truck_hu80,Load Truck,2023-05-30T16:10:00+00:00,cr28#CR laded,,,hu80#HU loaded,,tr2#TR laded,
pick_cr26,Pick Up Empty Container,2023-05-30T16:28:08+00:00,cr26#CR picked,,,,,,
collect_hu93,Collect Goods,2023-05-30T17:11:32+00:00,,,,hu93#HU collected,,,
pick_cr29,Pick Up Empty Container,2023-05-30T19:59:08+00:00,cr29#CR picked,,,,,,
collect_hu100,Collect Goods,2023-05-31T05:25:28+00:00,,,,hu100#HU collected,,,
collect_hu83,Collect Goods,2023-05-31T05:31:42+00:00,,,,hu83#HU collected,,,
collect_hu91,Collect Goods,2023-05-31T05:36:05+00:00,,,,hu91#HU collected,,,
collect_hu87,Collect Goods,2023-05-31T05:38:07+00:00,,,,hu87#HU collected,,,
load_truck_hu84,Load Truck,2023-05-31T05:42:34+00:00,cr35#CR laded,,,hu84#HU loaded,,tr3#TR laded,
load_truck_hu88,Load Truck,2023-05-31T05:44:21+00:00,cr35#CR laded,,,hu88#HU loaded,,tr3#TR laded,
collect_hu97,Collect Goods,2023-05-31T05:45:43+00:00,,,,hu97#HU collected,,,
load_truck_hu83,Load Truck,2023-05-31T05:46:32+00:00,cr35#CR laded,,,hu83#HU loaded,,tr3#TR laded,
load_truck_hu87,Load Truck,2023-05-31T05:50:34+00:00,cr35#CR laded,,,hu87#HU loaded,,tr3#TR laded,
collect_hu89,Collect Goods,2023-05-31T05:53:45+00:00,,,,hu89#HU collected,,,
collect_hu99,Collect Goods,2023-05-31T05:55:32+00:00,,,,hu99#HU collected,,,
load_truck_hu91,Load Truck,2023-05-31T06:01:22+00:00,cr26#CR laded,,,hu91#HU loaded,,tr5#TR laded,
load_truck_hu89,Load Truck,2023-05-31T06:02:55+00:00,cr26#CR laded,,,hu89#HU loaded,,tr5#TR laded,
load_truck_hu93,Load Truck,2023-05-31T06:10:22+00:00,cr26#CR laded,,,hu93#HU loaded,,tr5#TR laded,
pick_cr32,Pick Up Empty Container,2023-05-31T06:15:10+00:00,cr32#CR picked,,,,,,
load_truck_hu97,Load Truck,2023-05-31T06:39:03+00:00,cr29#CR laded,,,hu97#HU loaded,,tr6#TR laded,
load_truck_hu100,Load Truck,2023-05-31T06:40:15+00:00,cr29#CR laded,,,hu100#HU loaded,,tr6#TR laded,
collect_hu95,Collect Goods,2023-05-31T07:04:08+00:00,,,,hu95#HU collected,,,
load_truck_hu99,Load Truck,2023-05-31T07:04:08+00:00,cr29#CR laded,,,hu99#HU loaded,,tr6#TR laded,
collect_hu105,Collect Goods,2023-05-31T07:05:54+00:00,,,,hu105#HU collected,,,
load_truck_hu95,Load Truck,2023-05-31T07:05:54+00:00,cr29#CR laded,,,hu95#HU loaded,,tr6#TR laded,
collect_hu102,Collect Goods,2023-05-31T07:07:26+00:00,,,,hu102#HU collected,,,
load_truck_hu105,Load Truck,2023-05-31T07:07:26+00:00,cr32#CR laded,,,hu105#HU loaded,,tr1#TR laded,
collect_hu94,Collect Goods,2023-05-31T07:09:00+00:00,,,,hu94#HU collected,,,
load_truck_hu102,Load Truck,2023-05-31T07:09:03+00:00,cr32#CR laded,,,hu102#HU loaded,,tr1#TR laded,
collect_hu104,Collect Goods,2023-05-31T07:13:23+00:00,,,,hu104#HU collected,,,
load_truck_hu94,Load Truck,2023-05-31T07:13:23+00:00,cr26#CR laded,,,hu94#HU loaded,,tr5#TR laded,
collect_hu85,Collect Goods,2023-05-31T07:16:22+00:00,,,,hu85#HU collected,,,
load_truck_hu104,Load Truck,2023-05-31T07:16:22+00:00,cr32#CR laded,,,hu104#HU loaded,,tr1#TR laded,
drive_term_cr28,Drive to Terminal,2023-05-31T07:18:30+00:00,cr28#CR moved,,,,,tr2#TR moved,
collect_hu101,Collect Goods,2023-05-31T07:19:39+00:00,,,,hu101#HU collected,,,
load_truck_hu85,Load Truck,2023-05-31T07:19:39+00:00,cr35#CR laded,,,hu85#HU loaded,,tr3#TR laded,
collect_hu103,Collect Goods,2023-05-31T07:20:23+00:00,,,,hu103#HU collected,,,
load_truck_hu101,Load Truck,2023-05-31T07:20:23+00:00,cr32#CR laded,,,hu101#HU loaded,,tr1#TR laded,
weigh_cr28,Weigh,2023-05-31T07:20:32+00:00,cr28#CR weighted,,fl2#FL weighing,,,,
collect_hu98,Collect Goods,2023-05-31T07:22:34+00:00,,,,hu98#HU collected,,,
load_truck_hu103,Load Truck,2023-05-31T07:22:34+00:00,cr32#CR laded,,,hu103#HU loaded,,tr1#TR laded,
collect_hu92,Collect Goods,2023-05-31T07:24:18+00:00,,,,hu92#HU collected,,,
load_truck_hu98,Load Truck,2023-05-31T07:24:18+00:00,cr29#CR laded,,,hu98#HU loaded,,tr6#TR laded,
stock_cr28,Place in Stock,2023-05-31T07:24:38+00:00,cr28#CR stored,,fl2#FL moved,,,,
collect_hu90,Collect Goods,2023-05-31T07:31:25+00:00,,,,hu90#HU collected,,,
load_truck_hu92,Load Truck,2023-05-31T07:31:25+00:00,cr26#CR laded,,,hu92#HU loaded,,tr5#TR laded,
collect_hu106,Collect Goods,2023-05-31T07:33:26+00:00,,,,hu106#HU collected,,,
load_truck_hu90,Load Truck,2023-05-31T07:36:00+00:00,cr26#CR laded,,,hu90#HU loaded,,tr5#TR laded,
collect_hu86,Collect Goods,2023-05-31T07:36:26+00:00,,,,hu86#HU collected,,,
load_truck_hu106,Load Truck,2023-05-31T07:36:26+00:00,cr32#CR laded,,,hu106#HU loaded,,tr1#TR laded,
collect_hu96,Collect Goods,2023-05-31T07:40:05+00:00,,,,hu96#HU collected,,,
load_truck_hu86,Load Truck,2023-05-31T07:40:05+00:00,cr35#CR laded,,,hu86#HU loaded,,tr3#TR laded,
load_truck_hu96,Load Truck,2023-05-31T07:41:31+00:00,cr29#CR laded,,,hu96#HU loaded,,tr6#TR laded,
drive_term_cr32,Drive to Terminal,2023-05-31T07:48:50+00:00,cr32#CR moved,,,,,tr1#TR moved,
drive_term_cr35,Drive to Terminal,2023-05-31T07:54:14+00:00,cr35#CR moved,,,,,tr3#TR moved,
drive_term_cr29,Drive to Terminal,2023-05-31T07:54:16+00:00,cr29#CR moved,,,,,tr6#TR moved,
weigh_cr32,Weigh,2023-05-31T07:54:20+00:00,cr32#CR weighted,,fl1#FL weighing,,,,
weigh_cr35,Weigh,2023-05-31T07:56:46+00:00,cr35#CR weighted,,fl3#FL weighing,,,,
stock_cr32,Place in Stock,2023-05-31T07:56:55+00:00,cr32#CR stored,,fl1#FL moved,,,,
stock_cr35,Place in Stock,2023-05-31T07:57:35+00:00,cr35#CR stored,,fl3#FL moved,,,,
weigh_cr29,Weigh,2023-05-31T07:58:56+00:00,cr29#CR weighted,,fl2#FL weighing,,,,
stock_cr29,Place in Stock,2023-05-31T07:59:56+00:00,cr29#CR stored,,fl2#FL moved,,,,
pick_cr36,Pick Up Empty Container,2023-05-31T08:48:47+00:00,cr36#CR picked,,,,,,
collect_hu108,Collect Goods,2023-05-31T08:48:47+00:00,,,,hu108#HU collected,,,
collect_hu112,Collect Goods,2023-05-31T08:55:15+00:00,,,,hu112#HU collected,,,
collect_hu110,Collect Goods,2023-05-31T08:56:11+00:00,,,,hu110#HU collected,,,
collect_hu107,Collect Goods,2023-05-31T08:57:55+00:00,,,,hu107#HU collected,,,
drive_term_cr26,Drive to Terminal,2023-05-31T08:59:05+00:00,cr26#CR moved,,,,,tr5#TR moved,
load_truck_hu112,Load Truck,2023-05-31T09:57:25+00:00,cr36#CR laded,,,hu112#HU loaded,,tr2#TR laded,
load_truck_hu110,Load Truck,2023-05-31T09:58:05+00:00,cr36#CR laded,,,hu110#HU loaded,,tr2#TR laded,
load_truck_hu108,Load Truck,2023-05-31T09:59:58+00:00,cr36#CR laded,,,hu108#HU loaded,,tr2#TR laded,
weigh_cr26,Weigh,2023-05-31T10:02:40+00:00,cr26#CR weighted,,fl3#FL weighing,,,,
collect_hu111,Collect Goods,2023-05-31T10:03:09+00:00,,,,hu111#HU collected,,,
reg_co14,Register Customer Order,2023-05-31T10:15:58+00:00,,co14#registered CO,,,,,
stock_cr26,Place in Stock,2023-05-31T11:04:45+00:00,cr26#CR stored,,fl3#FL moved,,,,
collect_hu109,Collect Goods,2023-05-31T11:06:08+00:00,,,,hu109#HU collected,,,
load_truck_hu107,Load Truck,2023-05-31T12:03:31+00:00,cr36#CR laded,,,hu107#HU loaded,,tr2#TR laded,
load_truck_hu111,Load Truck,2023-05-31T12:05:26+00:00,cr36#CR laded,,,hu111#HU loaded,,tr2#TR laded,
load_truck_hu109,Load Truck,2023-05-31T12:06:22+00:00,cr36#CR laded,,,hu109#HU loaded,,tr2#TR laded,
drive_term_cr36,Drive to Terminal,2023-05-31T12:20:48+00:00,cr36#CR moved,,,,,tr2#TR moved,
weigh_cr36,Weigh,2023-05-31T12:22:02+00:00,cr36#CR weighted,,fl1#FL weighing,,,,
stock_cr36,Place in Stock,2023-05-31T12:23:50+00:00,cr36#CR stored,,fl1#FL moved,,,,
pick_cr34,Pick Up Empty Container,2023-05-31T14:48:04+00:00,cr34#CR picked,,,,,,
collect_hu113,Collect Goods,2023-05-31T14:48:04+00:00,,,,hu113#HU collected,,,
collect_hu114,Collect Goods,2023-05-31T14:50:04+00:00,,,,hu114#HU collected,,,
collect_hu115,Collect Goods,2023-05-31T14:51:45+00:00,,,,hu115#HU collected,,,
create_td11,Create Transport Document,2023-05-31T15:36:36+00:00,,co12#TD created for CO,,,td11#created TD,,
reg_co15,Register Customer Order,2023-05-31T15:56:38+00:00,,co15#registered CO,,,,,
load_truck_hu113,Load Truck,2023-05-31T16:23:12+00:00,cr34#CR laded,,,hu113#HU loaded,,tr6#TR laded,
load_truck_hu115,Load Truck,2023-05-31T16:34:26+00:00,cr34#CR laded,,,hu115#HU loaded,,tr6#TR laded,
load_truck_hu114,Load Truck,2023-05-31T16:44:41+00:00,cr34#CR laded,,,hu114#HU loaded,,tr6#TR laded,
pick_cr31,Pick Up Empty Container,2023-05-31T18:56:40+00:00,cr31#CR picked,,,,,,
collect_hu119,Collect Goods,2023-05-31T18:56:40+00:00,,,,hu119#HU collected,,,
pick_cr38,Pick Up Empty Container,2023-05-31T21:42:50+00:00,cr38#CR picked,,,,,,
pick_cr23,Pick Up Empty Container,2023-06-01T04:21:42+00:00,cr23#CR picked,,,,,,
pick_cr25,Pick Up Empty Container,2023-06-01T04:28:43+00:00,cr25#CR picked,,,,,,
to_bay_cr24,Bring to Loading Bay,2023-06-01T05:14:36+00:00,cr24#CR brought to bay,,fl1#FL moved,,,,
load_veh_cr24,Load to Vehicle,2023-06-01T05:16:08+00:00,cr24#CR loaded,,fl1#FL moved,,,,vh2#VH laded
to_bay_cr33,Bring to Loading Bay,2023-06-01T05:16:56+00:00,cr33#CR brought to bay,,fl3#FL moved,,,,
load_veh_cr33,Load to Vehicle,2023-06-01T05:18:07+00:00,cr33#CR loaded,,fl3#FL moved,,,,vh2#VH laded
book_vehs_td11,Book Vehicles,2023-06-01T05:50:49+00:00,,,,,td11#VHs booked for TD,,vh6#booked VHs
pick_cr22,Pick Up Empty Container,2023-06-01T06:06:52+00:00,cr22#CR picked,,,,,,
collect_hu139,Collect Goods,2023-06-01T06:07:05+00:00,,,,hu139#HU collected,,,
drive_term_cr34,Drive to Terminal,2023-06-01T06:11:59+00:00,cr34#CR moved,,,,,tr6#TR moved,
weigh_cr34,Weigh,2023-06-01T06:13:10+00:00,cr34#CR weighted,,fl3#FL weighing,,,,
stock_cr34,Place in Stock,2023-06-01T06:14:47+00:00,cr34#CR stored,,fl3#FL moved,,,,
collect_hu134,Collect Goods,2023-06-01T06:15:11+00:00,,,,hu134#HU collected,,,
collect_hu121,Collect Goods,2023-06-01T06:16:26+00:00,,,,hu121#HU collected,,,
collect_hu118,Collect Goods,2023-06-01T06:19:54+00:00,,,,hu118#HU collected,,,
collect_hu141,Collect Goods,2023-06-01T06:22:43+00:00,,,,hu141#HU collected,,,
collect_hu125,Collect Goods,2023-06-01T06:28:05+00:00,,,,hu125#HU collected,,,
collect_hu123,Collect Goods,2023-06-01T06:29:16+00:00,,,,hu123#HU collected,,,
load_truck_hu125,Load Truck,2023-06-01T06:29:16+00:00,cr38#CR laded,,,hu125#HU loaded,,tr1#TR laded,
collect_hu142,Collect Goods,2023-06-01T06:31:28+00:00,,,,hu142#HU collected,,,
collect_hu135,Collect Goods,2023-06-01T06:35:38+00:00,,,,hu135#HU collected,,,
load_truck_hu121,Load Truck,2023-06-01T06:35:57+00:00,cr31#CR laded,,,hu121#HU loaded,,tr4#TR laded,
load_truck_hu123,Load Truck,2023-06-01T06:36:55+00:00,cr38#CR laded,,,hu123#HU loaded,,tr1#TR laded,
collect_hu129,Collect Goods,2023-06-01T06:38:36+00:00,,,,hu129#HU collected,,,
load_truck_hu118,Load Truck,2023-06-01T06:38:50+00:00,cr31#CR laded,,,hu118#HU loaded,,tr4#TR laded,
load_truck_hu119,Load Truck,2023-06-01T06:39:54+00:00,cr31#CR laded,,,hu119#HU loaded,,tr4#TR laded,
collect_hu133,Collect Goods,2023-06-01T06:41:18+00:00,,,,hu133#HU collected,,,
load_truck_hu129,Load Truck,2023-06-01T06:41:18+00:00,cr23#CR laded,,,hu129#HU loaded,,tr2#TR laded,
collect_hu116,Collect Goods,2023-06-01T06:44:13+00:00,,,,hu116#HU collected,,,
collect_hu120,Collect Goods,2023-06-01T06:46:44+00:00,,,,hu120#HU collected,,,
load_truck_hu116,Load Truck,2023-06-01T06:46:44+00:00,cr31#CR laded,,,hu116#HU loaded,,tr4#TR laded,
load_truck_hu141,Load Truck,2023-06-01T06:47:55+00:00,cr22#CR laded,,,hu141#HU loaded,,tr3#TR laded,
load_truck_hu133,Load Truck,2023-06-01T06:50:48+00:00,cr23#CR laded,,,hu133#HU loaded,,tr2#TR laded,
create_td12,Create Transport Document,2023-06-01T06:51:06+00:00,,co14#TD created for CO,,,td12#created TD,,
load_truck_hu142,Load Truck,2023-06-01T06:51:58+00:00,cr22#CR laded,,,hu142#HU loaded,,tr3#TR laded,
load_truck_hu134,Load Truck,2023-06-01T07:44:26+00:00,cr25#CR laded,,,hu134#HU loaded,,tr5#TR laded,
load_truck_hu139,Load Truck,2023-06-01T07:45:34+00:00,cr25#CR laded,,,hu139#HU loaded,,tr5#TR laded,
collect_hu137,Collect Goods,2023-06-01T07:47:08+00:00,,,,hu137#HU collected,,,
load_truck_hu120,Load Truck,2023-06-01T07:47:08+00:00,cr31#CR laded,,,hu120#HU loaded,,tr4#TR laded,
load_truck_hu135,Load Truck,2023-06-01T07:47:43+00:00,cr25#CR laded,,,hu135#HU loaded,,tr5#TR laded,
collect_hu117,Collect Goods,2023-06-01T07:50:01+00:00,,,,hu117#HU collected,,,
load_truck_hu137,Load Truck,2023-06-01T07:50:01+00:00,cr25#CR laded,,,hu137#HU loaded,,tr5#TR laded,
collect_hu128,Collect Goods,2023-06-01T07:52:04+00:00,,,,hu128#HU collected,,,
load_truck_hu117,Load Truck,2023-06-01T07:52:04+00:00,cr31#CR laded,,,hu117#HU loaded,,tr4#TR laded,
collect_hu122,Collect Goods,2023-06-01T07:55:12+00:00,,,,hu122#HU collected,,,
load_truck_hu128,Load Truck,2023-06-01T07:55:12+00:00,cr23#CR laded,,,hu128#HU loaded,,tr2#TR laded,
book_vehs_td12,Book Vehicles,2023-06-01T08:11:15+00:00,,,,,td12#VHs booked for TD,,vh6#booked VHs
create_td13,Create Transport Document,2023-06-01T08:46:25+00:00,,co13#TD created for CO,,,td13#created TD,,
collect_hu144,Collect Goods,2023-06-01T08:58:11+00:00,,,,hu144#HU collected,,,
load_truck_hu122,Load Truck,2023-06-01T08:58:11+00:00,cr38#CR laded,,,hu122#HU loaded,,tr1#TR laded,
drive_term_cr31,Drive to Terminal,2023-06-01T08:59:59+00:00,cr31#CR moved,,,,,tr4#TR moved,
order_crs_td12,Order Empty Containers,2023-06-01T09:12:06+00:00,cr42#CRs ordered/cr43#CRs ordered/cr44#CRs ordered/cr45#CRs ordered,,,,td12#ordered for TD,,
order_crs_td11,Order Empty Containers,2023-06-01T09:52:39+00:00,cr40#CRs ordered/cr41#CRs ordered,,,,td11#ordered for TD,,
book_vehs_td13,Book Vehicles,2023-06-01T09:55:35+00:00,,,,,td13#VHs booked for TD,,vh6#booked VHs
weigh_cr31,Weigh,2023-06-01T10:00:48+00:00,cr31#CR weighted,,fl2#FL weighing,,,,
collect_hu143,Collect Goods,2023-06-01T10:01:02+00:00,,,,hu143#HU collected,,,
load_truck_hu144,Load Truck,2023-06-01T10:01:02+00:00,cr22#CR laded,,,hu144#HU loaded,,tr3#TR laded,
pick_cr45,Pick Up Empty Container,2023-06-01T10:03:06+00:00,cr45#CR picked,,,,,,
reg_co16,Register Customer Order,2023-06-01T10:47:58+00:00,,co16#registered CO,,,,,
collect_hu130,Collect Goods,2023-06-01T11:03:16+00:00,,,,hu130#HU collected,,,
collect_hu127,Collect Goods,2023-06-01T11:04:07+00:00,,,,hu127#HU collected,,,
load_truck_hu130,Load Truck,2023-06-01T11:04:07+00:00,cr23#CR laded,,,hu130#HU loaded,,tr2#TR laded,
stock_cr31,Place in Stock,2023-06-01T11:04:53+00:00,cr31#CR stored,,fl2#FL moved,,,,
collect_hu146,Collect Goods,2023-06-01T11:06:35+00:00,,,,hu146#HU collected,,,
load_truck_hu127,Load Truck,2023-06-01T11:06:35+00:00,cr38#CR laded,,,hu127#HU loaded,,tr1#TR laded,
load_truck_hu143,Load Truck,2023-06-01T11:06:54+00:00,cr22#CR laded,,,hu143#HU loaded,,tr3#TR laded,
collect_hu124,Collect Goods,2023-06-01T11:12:01+00:00,,,,hu124#HU collected,,,
collect_hu148,Collect Goods,2023-06-01T11:12:52+00:00,,,,hu148#HU collected,,,
load_truck_hu124,Load Truck,2023-06-01T11:12:52+00:00,cr38#CR laded,,,hu124#HU loaded,,tr1#TR laded,
collect_hu149,Collect Goods,2023-06-01T11:15:51+00:00,,,,hu149#HU collected,,,
collect_hu145,Collect Goods,2023-06-01T11:16:43+00:00,,,,hu145#HU collected,,,
collect_hu136,Collect Goods,2023-06-01T11:22:42+00:00,,,,hu136#HU collected,,,
load_truck_hu145,Load Truck,2023-06-01T11:22:42+00:00,cr22#CR laded,,,hu145#HU loaded,,tr3#TR laded,
collect_hu132,Collect Goods,2023-06-01T11:24:18+00:00,,,,hu132#HU collected,,,
load_truck_hu136,Load Truck,2023-06-01T11:24:18+00:00,cr25#CR laded,,,hu136#HU loaded,,tr5#TR laded,
collect_hu131,Collect Goods,2023-06-01T11:27:58+00:00,,,,hu131#HU collected,,,
load_truck_hu132,Load Truck,2023-06-01T11:27:58+00:00,cr23#CR laded,,,hu132#HU loaded,,tr2#TR laded,
load_truck_hu146,Load Truck,2023-06-01T11:28:08+00:00,cr45#CR laded,,,hu146#HU loaded,,tr6#TR laded,
load_truck_hu148,Load Truck,2023-06-01T11:31:29+00:00,cr45#CR laded,,,hu148#HU loaded,,tr6#TR laded,
collect_hu126,Collect Goods,2023-06-01T11:31:36+00:00,,,,hu126#HU collected,,,
load_truck_hu131,Load Truck,2023-06-01T11:31:36+00:00,cr23#CR laded,,,hu131#HU loaded,,tr2#TR laded,
collect_hu140,Collect Goods,2023-06-01T11:33:40+00:00,,,,hu140#HU collected,,,
load_truck_hu126,Load Truck,2023-06-01T11:33:40+00:00,cr38#CR laded,,,hu126#HU loaded,,tr1#TR laded,
collect_hu138,Collect Goods,2023-06-01T11:36:11+00:00,,,,hu138#HU collected,,,
load_truck_hu140,Load Truck,2023-06-01T11:36:11+00:00,cr22#CR laded,,,hu140#HU loaded,,tr3#TR laded,
load_truck_hu149,Load Truck,2023-06-01T11:36:44+00:00,cr45#CR laded,,,hu149#HU loaded,,tr6#TR laded,
collect_hu147,Collect Goods,2023-06-01T11:37:44+00:00,,,,hu147#HU collected,,,
load_truck_hu138,Load Truck,2023-06-01T11:37:44+00:00,cr25#CR laded,,,hu138#HU loaded,,tr5#TR laded,
load_truck_hu147,Load Truck,2023-06-01T11:41:30+00:00,cr45#CR laded,,,hu147#HU loaded,,tr6#TR laded,
drive_term_cr38,Drive to Terminal,2023-06-01T11:47:22+00:00,cr38#CR moved,,,,,tr1#TR moved,
weigh_cr38,Weigh,2023-06-01T11:49:15+00:00,cr38#CR weighted,,fl3#FL weighing,,,,
stock_cr38,Place in Stock,2023-06-01T11:51:36+00:00,cr38#CR stored,,fl3#FL moved,,,,
drive_term_cr45,Drive to Terminal,2023-06-01T11:57:49+00:00,cr45#CR moved,,,,,tr6#TR moved,
drive_term_cr23,Drive to Terminal,2023-06-01T12:50:19+00:00,cr23#CR moved,,,,,tr2#TR moved,
weigh_cr23,Weigh,2023-06-01T12:51:39+00:00,cr23#CR weighted,,fl3#FL weighing,,,,
stock_cr23,Place in Stock,2023-06-01T12:53:06+00:00,cr23#CR stored,,fl3#FL moved,,,,
weigh_cr45,Weigh,2023-06-01T12:58:56+00:00,cr45#CR weighted,,fl3#FL weighing,,,,
order_crs_td13,Order Empty Containers,2023-06-01T13:00:03+00:00,cr46#CRs ordered/cr47#CRs ordered/cr48#CRs ordered/cr49#CRs ordered,,,,td13#ordered for TD,,
drive_term_cr22,Drive to Terminal,2023-06-01T13:02:36+00:00,cr22#CR moved,,,,,tr3#TR moved,
weigh_cr22,Weigh,2023-06-01T13:04:23+00:00,cr22#CR weighted,,fl1#FL weighing,,,,
drive_term_cr25,Drive to Terminal,2023-06-01T13:04:38+00:00,cr25#CR moved,,,,,tr5#TR moved,
weigh_cr25,Weigh,2023-06-01T13:06:18+00:00,cr25#CR weighted,,fl2#FL weighing,,,,
stock_cr22,Place in Stock,2023-06-01T13:07:13+00:00,cr22#CR stored,,fl1#FL moved,,,,
stock_cr25,Place in Stock,2023-06-01T13:07:31+00:00,cr25#CR stored,,fl2#FL moved,,,,
stock_cr45,Place in Stock,2023-06-01T13:59:02+00:00,cr45#CR stored,,fl3#FL moved,,,,
reg_co17,Register Customer Order,2023-06-01T17:00:38+00:00,,co17#registered CO,,,,,
pick_cr6,Pick Up Empty Container,2023-06-01T18:17:26+00:00,cr6#CR picked,,,,,,
collect_hu155,Collect Goods,2023-06-01T18:17:26+00:00,,,,hu155#HU collected,,,
pick_cr13,Pick Up Empty Container,2023-06-02T04:38:35+00:00,cr13#CR picked,,,,,,
pick_cr42,Pick Up Empty Container,2023-06-02T04:44:16+00:00,cr42#CR picked,,,,,,
collect_hu156,Collect Goods,2023-06-02T05:20:50+00:00,,,,hu156#HU collected,,,
collect_hu165,Collect Goods,2023-06-02T05:26:32+00:00,,,,hu165#HU collected,,,
collect_hu151,Collect Goods,2023-06-02T05:28:57+00:00,,,,hu151#HU collected,,,
collect_hu167,Collect Goods,2023-06-02T05:33:13+00:00,,,,hu167#HU collected,,,
collect_hu163,Collect Goods,2023-06-02T05:36:15+00:00,,,,hu163#HU collected,,,
collect_hu157,Collect Goods,2023-06-02T05:37:38+00:00,,,,hu157#HU collected,,,
collect_hu160,Collect Goods,2023-06-02T05:43:59+00:00,,,,hu160#HU collected,,,
collect_hu153,Collect Goods,2023-06-02T05:48:14+00:00,,,,hu153#HU collected,,,
collect_hu150,Collect Goods,2023-06-02T05:57:35+00:00,,,,hu150#HU collected,,,
pick_cr9,Pick Up Empty Container,2023-06-02T06:13:42+00:00,cr9#CR picked,,,,,,
load_truck_hu157,Load Truck,2023-06-02T06:28:36+00:00,cr13#CR laded,,,hu157#HU loaded,,tr4#TR laded,
load_truck_hu163,Load Truck,2023-06-02T06:35:05+00:00,cr42#CR laded,,,hu163#HU loaded,,tr2#TR laded,
load_truck_hu160,Load Truck,2023-06-02T06:37:00+00:00,cr13#CR laded,,,hu160#HU loaded,,tr4#TR laded,
load_truck_hu156,Load Truck,2023-06-02T06:40:31+00:00,cr13#CR laded,,,hu156#HU loaded,,tr4#TR laded,
